"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","file_path","file_paths","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class","attribute:pa_cap","attribute_data:pa_cap","attribute_default:pa_cap","attribute:pa_size-g","attribute_data:pa_size-g","attribute_default:pa_size-g","attribute:pa_size-ml","attribute_data:pa_size-ml","attribute_default:pa_size-ml"
"Banana PET Bottle","banana-pet-bottle","146","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Banana-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","100ml","0|1|1",""
"Boston PET Bottle","boston-pet-bottle","158","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Mushroom-Talc.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Push-Pull-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Boston-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Gel-Pump-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/20ml-Boston-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/300ml-Boston-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Boston-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Boston-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Boston-+-Lotion-Pump-Flat-Turn.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Boston-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Boston-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Boston-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Boston-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Boston-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Boston-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/400ml-Boston-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/400ml-Boston-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/400ml-Boston-+-Lotion-Pump-Flat-Turn.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/400ml-Boston-+-Trigger-Spray.jpg","variable","pet bottles","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Ball Screw Cap|Disc Cap|Fireman Spray|Gel Pump|Gel Pump Shroud|Lotion Pump Flat|Lotion Pump Flat Turn|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Mushroom Talc|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Push Pull Cap|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","100ml|150ml|200ml|20ml|250ml|300ml|400ml|500ml|50ml","0|1|1",""
"Hugo PET Bottle","hugo-pet-bottle","234","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Hugo-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Hugo-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Hugo-+-Lotion-Pump-Flat.jpg","variable","pet bottles","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Fireman Spray|Gel Pump|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","100ml|200ml|50ml","0|1|1",""
"Janina PET Bottle","janina-pet-bottle","266","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","100ml|150ml|50ml","0|1|1",""
"Milk Jr PET Bottle","milk-jr-pet-bottle","303","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","100ml|130ml","0|1|1",""
"Oval PET Bottle","oval-pet-bottle","328","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Gel-Pump-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Z-Fliptop-Cap.jpg","variable","pet bottles","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Ball Screw Cap|Disc Cap|Fireman Spray|Gel Pump|Gel Pump Shroud|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","100ml|200ml|30ml|50ml","0|1|1",""
