GFC Code,Size,Name,Type, Price ,filename used,size (g),category
FF 10325 1Kg,1000,Inspiration From Butterfly by Hanae Mori   ,Feminine,"5,474.56",1000ml-Inspiration From Butterfly by Hanae Mori   ,1000g,Fragrances
FF 10405 1Kg,1000,Inspiration From Parisienne A L'Extreme   ,Feminine,"4,802.56",1000ml-Inspiration From Parisienne A L'Extreme   ,1000g,Fragrances
FF 10098 1Kg,1000,Inspiration From Pure Grace  ,Feminine,"4,802.56",1000ml-Inspiration From Pure Grace  ,1000g,Fragrances
SG 40005 1Kg,1000,Inspiration From Grapefruit Premium   ,Gourmand,"4,480.00",1000ml-Inspiration From Grapefruit Premium   ,1000g,Fragrances
FF 10090 1Kg,1000,Inspiration From Hugo Femme (ver Sub)   ,Feminine,"4,477.76",1000ml-Inspiration From Hugo Femme (ver Sub)   ,1000g,Fragrances
MF 20126 1Kg,1000,Inspiration From Weekend (ver Fr)   ,Masculine,"4,354.56",1000ml-Inspiration From Weekend (ver Fr)   ,1000g,Fragrances
BP 10035 1Kg,1000,Inspiration From Kenzo Flower   ,Feminine,"4,312.00",1000ml-Inspiration From Kenzo Flower   ,1000g,Fragrances
MF 20162 1Kg,1000,Inspiration From Aqua Bvlgari Men ,Masculine,"4,256.00",1000ml-Inspiration From Aqua Bvlgari Men ,1000g,Fragrances
FF 10297 1Kg,1000,Inspiration From Baby Tous   ,Feminine,"4,256.00",1000ml-Inspiration From Baby Tous   ,1000g,Fragrances
MF 20184 1Kg,1000,Inspiration From BaldessariniStrictly Private   ,Masculine,"4,256.00",1000ml-Inspiration From BaldessariniStrictly Private   ,1000g,Fragrances
FF 10406 1Kg,1000,Inspiration From Be Delicious Night DKNY   ,Feminine,"4,256.00",1000ml-Inspiration From Be Delicious Night DKNY   ,1000g,Fragrances
MF 20251 1Kg,1000,Inspiration From Black XS L'Excess  ,Masculine,"4,256.00",1000ml-Inspiration From Black XS L'Excess  ,1000g,Fragrances
MF 20199 1kg,1000,Inspiration From Burberry Sport   ,Masculine,"4,256.00",1000ml-Inspiration From Burberry Sport   ,1000g,Fragrances
FF 10362 1Kg,1000,Inspiration From Bvlgari Amethyst  ,Feminine,"4,256.00",1000ml-Inspiration From Bvlgari Amethyst  ,1000g,Fragrances
FF 10517 1Kg,1000,Inspiration From Chanel Chance  ,Feminine,"4,256.00",1000ml-Inspiration From Chanel Chance  ,1000g,Fragrances
MF 20200 1kg,1000,Inspiration From Cool Water Ice Fresh   ,Masculine,"4,256.00",1000ml-Inspiration From Cool Water Ice Fresh   ,1000g,Fragrances
FF 10310 1Kg,1000,Inspiration From Dream of Pink   ,Feminine,"4,256.00",1000ml-Inspiration From Dream of Pink   ,1000g,Fragrances
FF 10309 1Kg,1000,Inspiration From Eau de Hermes   ,Feminine,"4,256.00",1000ml-Inspiration From Eau de Hermes   ,1000g,Fragrances
MF 20215 1Kg,1000,Inspiration From Gucci Guilty   ,Masculine,"4,256.00",1000ml-Inspiration From Gucci Guilty   ,1000g,Fragrances
MF 20160 1Kg,1000,Inspiration From Jovan Musk   ,Masculine,"4,256.00",1000ml-Inspiration From Jovan Musk   ,1000g,Fragrances
MF 20243 1Kg,1000,Inspiration From L'Homme Libre by YSL  ,Masculine,"4,256.00",1000ml-Inspiration From L'Homme Libre by YSL  ,1000g,Fragrances
MF 20175 1Kg,1000,Inspiration From Lacoste Challenge   ,Masculine,"4,256.00",1000ml-Inspiration From Lacoste Challenge   ,1000g,Fragrances
MF 20219 1Kg,1000,Inspiration From Lacoste Green (Vert)   ,Masculine,"4,256.00",1000ml-Inspiration From Lacoste Green (Vert)   ,1000g,Fragrances
MF 20225 1Kg,1000,Inspiration From Lacoste White (Blanc)   ,Masculine,"4,256.00",1000ml-Inspiration From Lacoste White (Blanc)   ,1000g,Fragrances
FF 10376 1kg,1000,Inspiration From Le Paradis De Nina   ,Feminine,"4,256.00",1000ml-Inspiration From Le Paradis De Nina   ,1000g,Fragrances
FF 10300 1Kg,1000,Inspiration From Moonsparkle   ,Feminine,"4,256.00",1000ml-Inspiration From Moonsparkle   ,1000g,Fragrances
MF 20137 1Kg,1000,Inspiration From Polo Double Black   ,Masculine,"4,256.00",1000ml-Inspiration From Polo Double Black   ,1000g,Fragrances
FF 10293 1Kg,1000,Inspiration From Sweet Daydream  (VS) ,Feminine,"4,256.00",1000ml-Inspiration From Sweet Daydream  (VS) ,1000g,Fragrances
FF 10375 1kg,1000,Inspiration From Tresor in Love by Lancome   ,Feminine,"4,256.00",1000ml-Inspiration From Tresor in Love by Lancome   ,1000g,Fragrances
FF 10283 1Kg,1000,Inspiration From Ultraviolet Women  ,Feminine,"4,256.00",1000ml-Inspiration From Ultraviolet Women  ,1000g,Fragrances
FF 10233 1Kg,1000,Inspiration From Zen   ,Feminine,"4,256.00",1000ml-Inspiration From Zen   ,1000g,Fragrances
BP 10004 1Kg,1000,Inspiration From Happy Men   ,Masculine,"4,054.40",1000ml-Inspiration From Happy Men   ,1000g,Fragrances
FF 10374 1kg,1000,Inspiration From Beyonce Heat   ,Feminine,"4,032.00",1000ml-Inspiration From Beyonce Heat   ,1000g,Fragrances
FF 10387 1Kg,1000,Inspiration From Black Pepper  ,Feminine,"4,032.00",1000ml-Inspiration From Black Pepper  ,1000g,Fragrances
FF 10511 1Kg,1000,Inspiration From Black XS L'Excess Women  ,Feminine,"4,032.00",1000ml-Inspiration From Black XS L'Excess Women  ,1000g,Fragrances
BP 10053 1Kg,1000,Inspiration From CK One  ,Feminine,"4,032.00",1000ml-Inspiration From CK One  ,1000g,Fragrances
FF 10306 1Kg,1000,Inspiration From Dreaming Tommy Hilfiger   ,Feminine,"4,032.00",1000ml-Inspiration From Dreaming Tommy Hilfiger   ,1000g,Fragrances
FF 10334 1Kg,1000,Inspiration From Eau de Fleur Soie by Kenzo   ,Feminine,"4,032.00",1000ml-Inspiration From Eau de Fleur Soie by Kenzo   ,1000g,Fragrances
FF 10332 1Kg,1000,Inspiration From Eau Indigo by Kenzo   ,Feminine,"4,032.00",1000ml-Inspiration From Eau Indigo by Kenzo   ,1000g,Fragrances
FF 103916 1Kg,1000,Inspiration From Eclat D Aprege by Lanvin  ,Feminine,"4,032.00",1000ml-Inspiration From Eclat D Aprege by Lanvin  ,1000g,Fragrances
BP 10023 1Kg,1000,Inspiration From Hugo Boss Men   ,Masculine,"4,032.00",1000ml-Inspiration From Hugo Boss Men   ,1000g,Fragrances
MF 20153 1Kg,1000,Inspiration From Into the Blue   ,Masculine,"4,032.00",1000ml-Inspiration From Into the Blue   ,1000g,Fragrances
FF 10413 1Kg,1000,Inspiration From Key Base Bvlgari Amethyst  ,Feminine,"4,032.00",1000ml-Inspiration From Key Base Bvlgari Amethyst  ,1000g,Fragrances
MF 20204 1Kg,1000,Inspiration From Lanvin L'Homme Sport   ,Masculine,"4,032.00",1000ml-Inspiration From Lanvin L'Homme Sport   ,1000g,Fragrances
FF 10333 1Kg,1000,Inspiration From Marc Jacobs Lola   ,Feminine,"4,032.00",1000ml-Inspiration From Marc Jacobs Lola   ,1000g,Fragrances
FF 10222 1Kg,1000,Inspiration From Sexy Little Thing  (VS) ,Feminine,"4,032.00",1000ml-Inspiration From Sexy Little Thing  (VS) ,1000g,Fragrances
FF 10370 1kg,1000,Inspiration From Siren Paris Hilton   ,Feminine,"4,032.00",1000ml-Inspiration From Siren Paris Hilton   ,1000g,Fragrances
FF 10335 1Kg,1000,Inspiration From Ultraviolet Flouressence  ,Feminine,"4,032.00",1000ml-Inspiration From Ultraviolet Flouressence  ,1000g,Fragrances
FF 10141 1Kg,1000,Inspiration From Universe Escada   ,Feminine,"4,032.00",1000ml-Inspiration From Universe Escada   ,1000g,Fragrances
BP 10012 1Kg,1000,Inspiration From Eternity Men   ,Masculine,"4,004.00",1000ml-Inspiration From Eternity Men   ,1000g,Fragrances
BP 10043 1Kg,1000,Inspiration From Chanel No. 5  ,Feminine,"3,998.40",1000ml-Inspiration From Chanel No. 5  ,1000g,Fragrances
BP 10046 1Kg,1000,Inspiration From L'Occitane The Vert  ,Personal Care,"3,920.00",1000ml-Inspiration From L'Occitane The Vert  ,1000g,Fragrances
FF 10330 1Kg,1000,Inspiration From Acca Kappa Calycanthus  ,Feminine,"3,808.00",1000ml-Inspiration From Acca Kappa Calycanthus  ,1000g,Fragrances
FF 10514 1Kg,1000,Inspiration From Be Delicious Fresh Bloom  ,Feminine,"3,808.00",1000ml-Inspiration From Be Delicious Fresh Bloom  ,1000g,Fragrances
FF 10291 1Kg,1000,Inspiration From Chloe 2008  ,Feminine,"3,808.00",1000ml-Inspiration From Chloe 2008  ,1000g,Fragrances
MF 20136 1Kg,1000,Inspiration From D&G Light Blue EPV  ,Masculine,"3,808.00",1000ml-Inspiration From D&G Light Blue EPV  ,1000g,Fragrances
FF 10547 1Kg,1000,Inspiration From Jasmin Mint by Jo Malone,Feminine,"3,808.00",1000ml-Inspiration From Jasmin Mint by Jo Malone,1000g,Fragrances
MF 20220 1Kg,1000,Inspiration From Lacoste Blue (Bleu)   ,Masculine,"3,808.00",1000ml-Inspiration From Lacoste Blue (Bleu)   ,1000g,Fragrances
MF 20254 1Kg,1000,Inspiration From 212 VIP  ,Masculine,"3,763.20",1000ml-Inspiration From 212 VIP  ,1000g,Fragrances
BP 10021 1Kg,1000,Inspiration From Beautiful   ,Feminine,"3,707.20",1000ml-Inspiration From Beautiful   ,1000g,Fragrances
FF 10094 1Kg,1000,Inspiration From Amber Romance  (VS) ,Feminine,"3,682.56",1000ml-Inspiration From Amber Romance  (VS) ,1000g,Fragrances
FF 10512 1Kg,1000,Inspiration From Amor Amor Forbidden Kiss  ,Feminine,"3,682.56",1000ml-Inspiration From Amor Amor Forbidden Kiss  ,1000g,Fragrances
MF 20076 1Kg,1000,Inspiration From Apparition   ,Masculine,"3,682.56",1000ml-Inspiration From Apparition   ,1000g,Fragrances
MF 20106 1Kg,1000,Inspiration From Armani Attitude   ,Masculine,"3,682.56",1000ml-Inspiration From Armani Attitude   ,1000g,Fragrances
MF 20004 1Kg,1000,Inspiration From Armani Black Code (ver Fr)   ,Masculine,"3,682.56",1000ml-Inspiration From Armani Black Code (ver Fr)   ,1000g,Fragrances
FF 10052 1Kg,1000,Inspiration From Armani Code Pour Femme (ver Fr)   ,Feminine,"3,682.56",1000ml-Inspiration From Armani Code Pour Femme (ver Fr)   ,1000g,Fragrances
BP 10039 1Kg,1000,Inspiration From Armani White   ,Feminine,"3,682.56",1000ml-Inspiration From Armani White   ,1000g,Fragrances
BB 65008 1Kg,1000,Inspiration From Baby Alizes   ,Baby,"3,682.56",1000ml-Inspiration From Baby Alizes   ,1000g,Fragrances
BB 65007 1Kg,1000,Inspiration From Baby Baby   ,Baby,"3,682.56",1000ml-Inspiration From Baby Baby   ,1000g,Fragrances
FF 10394 1Kg,1000,Inspiration From Baby Grace by Philosophy  ,Feminine,"3,682.56",1000ml-Inspiration From Baby Grace by Philosophy  ,1000g,Fragrances
BB 65011 1Kg,1000,Inspiration From Baby Willy   ,Baby,"3,682.56",1000ml-Inspiration From Baby Willy   ,1000g,Fragrances
BP 10001 1Kg,1000,Inspiration From Be Delicious Women   ,Feminine,"3,682.56",1000ml-Inspiration From Be Delicious Women   ,1000g,Fragrances
FF 10123 1Kg,1000,Inspiration From Berry Crumble   ,Feminine,"3,682.56",1000ml-Inspiration From Berry Crumble   ,1000g,Fragrances
FF 10008 1Kg,1000,Inspiration From Blu Baby   ,Feminine,"3,682.56",1000ml-Inspiration From Blu Baby   ,1000g,Fragrances
MF 20216 1Kg,1000,Inspiration From Boss Bottle Night   ,Masculine,"3,682.56",1000ml-Inspiration From Boss Bottle Night   ,1000g,Fragrances
FF 10051 1Kg,1000,Inspiration From Burberry Touch   ,Feminine,"3,682.56",1000ml-Inspiration From Burberry Touch   ,1000g,Fragrances
MF 20206 1Kg,1000,Inspiration From Chanel Bleu   ,Masculine,"3,682.56",1000ml-Inspiration From Chanel Bleu   ,1000g,Fragrances
FF 10382 1Kg,1000,Inspiration From Chopard Happy Spirit   ,Feminine,"3,682.56",1000ml-Inspiration From Chopard Happy Spirit   ,1000g,Fragrances
MF 20202 1Kg,1000,Inspiration From CK Eternity Aqua   ,Masculine,"3,682.56",1000ml-Inspiration From CK Eternity Aqua   ,1000g,Fragrances
FF 10358 1Kg,1000,Inspiration From Clean Fresh Laundry   ,Feminine,"3,682.56",1000ml-Inspiration From Clean Fresh Laundry   ,1000g,Fragrances
MF 20140 1Kg,1000,Inspiration From Cool Water Game (ver Fr)   ,Masculine,"3,682.56",1000ml-Inspiration From Cool Water Game (ver Fr)   ,1000g,Fragrances
FF 10235 1Kg,1000,Inspiration From Cool Water Wave (ver Fr)   ,Feminine,"3,682.56",1000ml-Inspiration From Cool Water Wave (ver Fr)   ,1000g,Fragrances
MF 20203 1Kg,1000,Inspiration From Davidoff Champion   ,Masculine,"3,682.56",1000ml-Inspiration From Davidoff Champion   ,1000g,Fragrances
FF 10407 1Kg,1000,Inspiration From DKNY Energizing   ,Feminine,"3,682.56",1000ml-Inspiration From DKNY Energizing   ,1000g,Fragrances
FF 10252 1Kg,1000,Inspiration From Emporio Diamond   ,Feminine,"3,682.56",1000ml-Inspiration From Emporio Diamond   ,1000g,Fragrances
FF 10021 1Kg,1000,Inspiration From Escada 2005   ,Feminine,"3,682.56",1000ml-Inspiration From Escada 2005   ,1000g,Fragrances
FF 10367 1kg,1000,Inspiration From Escada Ocean Lounge   ,Feminine,"3,682.56",1000ml-Inspiration From Escada Ocean Lounge   ,1000g,Fragrances
BP 10008 1Kg,1000,Inspiration From Escada Sentiment   ,Feminine,"3,682.56",1000ml-Inspiration From Escada Sentiment   ,1000g,Fragrances
FF 10513 1Kg,1000,Inspiration From Especially Escada  ,Feminine,"3,682.56",1000ml-Inspiration From Especially Escada  ,1000g,Fragrances
BP 10009 1Kg,1000,Inspiration From Gendarme   ,Masculine,"3,682.56",1000ml-Inspiration From Gendarme   ,1000g,Fragrances
FF 10385 1Kg,1000,Inspiration From Givenchy Naturally Chic   ,Feminine,"3,682.56",1000ml-Inspiration From Givenchy Naturally Chic   ,1000g,Fragrances
FF 10331 1Kg,1000,Inspiration From Green Irish Tweed by Acca Kappy  ,Feminine,"3,682.56",1000ml-Inspiration From Green Irish Tweed by Acca Kappy  ,1000g,Fragrances
BP 10064 1Kg,1000,Inspiration From Green Tea and Mock Orange  ,Personal Care,"3,682.56",1000ml-Inspiration From Green Tea and Mock Orange  ,1000g,Fragrances
BP 10010 1Kg,1000,Inspiration From Gucci Envy Women   ,Feminine,"3,682.56",1000ml-Inspiration From Gucci Envy Women   ,1000g,Fragrances
FF 10384 1Kg,1000,Inspiration From Gucci Guilty   ,Feminine,"3,682.56",1000ml-Inspiration From Gucci Guilty   ,1000g,Fragrances
MF 20170 1kg,1000,Inspiration From Gucci Homme  ,Masculine,"3,682.56",1000ml-Inspiration From Gucci Homme  ,1000g,Fragrances
BP 10022 1Kg,1000,Inspiration From Gucci Rush 2   ,Feminine,"3,682.56",1000ml-Inspiration From Gucci Rush 2   ,1000g,Fragrances
BP 10025 1Kg,1000,Inspiration From Hadrian Garden ,Personal Care,"3,682.56",1000ml-Inspiration From Hadrian Garden ,1000g,Fragrances
FF 10061 1Kg,1000,Inspiration From Happy (ver Fr)   ,Feminine,"3,682.56",1000ml-Inspiration From Happy (ver Fr)   ,1000g,Fragrances
FF 10024 1Kg,1000,Inspiration From Happy Heart   ,Feminine,"3,682.56",1000ml-Inspiration From Happy Heart   ,1000g,Fragrances
FF 10315 1kg,1000,Inspiration From Hippie Fizz Moschino  ,Feminine,"3,682.56",1000ml-Inspiration From Hippie Fizz Moschino  ,1000g,Fragrances
FF 10216 1Kg,1000,Inspiration From Hugo XY Royal Purple   ,Feminine,"3,682.56",1000ml-Inspiration From Hugo XY Royal Purple   ,1000g,Fragrances
FF 10029 1Kg,1000,Inspiration From Incanto Charms (ver Fr)   ,Feminine,"3,682.56",1000ml-Inspiration From Incanto Charms (ver Fr)   ,1000g,Fragrances
FF 10432 1Kg,1000,Inspiration From Incanto Heaven   ,Feminine,"3,682.56",1000ml-Inspiration From Incanto Heaven   ,1000g,Fragrances
BP 10050 1Kg,1000,Inspiration From Lacoste Cool Play ,Masculine,"3,682.56",1000ml-Inspiration From Lacoste Cool Play ,1000g,Fragrances
BP 10014 1Kg,1000,Inspiration From Lacoste Red   ,Masculine,"3,682.56",1000ml-Inspiration From Lacoste Red   ,1000g,Fragrances
BP 10049 1Kg,1000,Inspiration From Lacoste Style N Play ,Masculine,"3,682.56",1000ml-Inspiration From Lacoste Style N Play ,1000g,Fragrances
FF 10038 1Kg,1000,Inspiration From Love at 1st Glow   ,Feminine,"3,682.56",1000ml-Inspiration From Love at 1st Glow   ,1000g,Fragrances
MF 20180 1Kg,1000,Inspiration From Muschio Bianco (White Moss) by Acca Kappa   ,Masculine,"3,682.56",1000ml-Inspiration From Muschio Bianco (White Moss) by Acca Kappa   ,1000g,Fragrances
MF 20272 1Kg,1000,Inspiration From One Million Paco Rabanne  ,Masculine,"3,682.56",1000ml-Inspiration From One Million Paco Rabanne  ,1000g,Fragrances
MF 20073 1Kg,1000,Inspiration From Prada Amber   ,Masculine,"3,682.56",1000ml-Inspiration From Prada Amber   ,1000g,Fragrances
BP 10003 1Kg,1000,Inspiration From Ralph for Her   ,Feminine,"3,682.56",1000ml-Inspiration From Ralph for Her   ,1000g,Fragrances
FF 10167 1Kg,1000,Inspiration From Ralph Rocks   ,Feminine,"3,682.56",1000ml-Inspiration From Ralph Rocks   ,1000g,Fragrances
FF 10380 1Kg,1000,Inspiration From Roger & Gallet Gingembre   ,Feminine,"3,682.56",1000ml-Inspiration From Roger & Gallet Gingembre   ,1000g,Fragrances
FF 10046 1Kg,1000,Inspiration From Secret Crush  (VS) ,Feminine,"3,682.56",1000ml-Inspiration From Secret Crush  (VS) ,1000g,Fragrances
BP 10024 1Kg,1000,Inspiration From Secret Wish by Anna Sui ,Feminine,"3,682.56",1000ml-Inspiration From Secret Wish by Anna Sui ,1000g,Fragrances
FF 10404 1Kg,1000,Inspiration From Vanitas Versace   ,Feminine,"3,682.56",1000ml-Inspiration From Vanitas Versace   ,1000g,Fragrances
BP 10019 1Kg,1000,Inspiration From Bvlgari Women   ,Feminine,"3,640.00",1000ml-Inspiration From Bvlgari Women   ,1000g,Fragrances
BP 10005 1Kg,1000,Inspiration From Hugo Dark Blue   ,Masculine,"3,584.00",1000ml-Inspiration From Hugo Dark Blue   ,1000g,Fragrances
MF 20084 1Kg,1000,Inspiration From Romance   ,Masculine,"3,584.00",1000ml-Inspiration From Romance   ,1000g,Fragrances
FF 10025 1Kg,1000,Inspiration From Hugo Woman   ,Feminine,"3,494.40",1000ml-Inspiration From Hugo Woman   ,1000g,Fragrances
BP 10032 1Kg,1000,Inspiration From Issey Miyake   ,Masculine,"3,360.00",1000ml-Inspiration From Issey Miyake   ,1000g,Fragrances
MF 20041 1Kg,1000,Inspiration From 212 Carolina Herrera   ,Masculine,"3,357.76",1000ml-Inspiration From 212 Carolina Herrera   ,1000g,Fragrances
MF 20062 1Kg,1000,Inspiration From Allure Homme Sport   ,Masculine,"3,357.76",1000ml-Inspiration From Allure Homme Sport   ,1000g,Fragrances
